id	size	gc_content	md5	organism	primary_cluster_id	primary_dist	secondary_cluster_id	secondary_dist	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)
CP040267	7464	48.633440514469456	0ed263b845a84d60db10403fafadc36c	unknown	AA976	0.06	AJ477	0.025	ColRNAI_rep_cluster_1291	000002__NC_009781	MOBQ	NC_019783_00003
MF062091	2669	41.73847883102285	82d9c2a2eaaff0bc4abba1c82343f75b	unknown	AB434	0.06	AK209	0.025	ColRNAI_rep_cluster_1956	000015__JX514065		
CP020813	69875	66.40286225402504	171506d89115734779137e8127bcefd9	unknown	AF731	0.06	AP722	0.025	rep_cluster_1561,rep_cluster_248	000930__CP015221,001525__CP000657_00312		
CP032361	48575	39.040658775090066	2f9978c8c7150be0df13d555e4ab7ad8	unknown	AB371	0.06	AK123	0.025	rep_cluster_1465	000804__CP002223	MOBQ	NC_015603_00001
CP015740	222555	65.11558940486621	24ec0f6c59c4fb31c4b7ab9519c67eae	unknown	AF729	0.06	AP720	0.025	rep_cluster_515	001889__CP015740		
KJ909291	11845	58.88560574081891	6bd096ec076f60198cd0470319c2fd8a	unknown	AD702	0.06	AN331	0.025	IncQ2	000202__NC_003124_00010	MOBP	NC_003124_00014
CP027615	108623	49.327490494646625	e92ea050f35cfa05cdba8bdcc3adfad9	unknown	AF031	0.06	AO930	0.025				
CP017614	98627	43.70811238301885	d443dfd103aafba41729e777668aa3cb	unknown	AA856	0.06	AJ258	0.025			MOBH,MOBH	NC_012690_00071,NC_012885_00072
CP024529	221606	53.394312428363854	d9003a638100273a8b6733717cf3b647	unknown	AA860	0.06	AJ266	0.025	IncA/C2	000092__CP025470	MOBH,MOBH	NC_012885_00072,NC_012690_00071
JF343536	6078	39.17407041790062	e241b3cf035f0b49d547024dee2227f9	unknown	AB702	0.06	AK583	0.025			MOBP	NZ_AFDA02000006_00006
JX982605	4270	47.11943793911007	3488a73c2de5d01180ca975119fe6de8	unknown	AD488	0.06	AN060	0.025	ColRNAI_rep_cluster_1956	000015__JX514065	MOBQ	NC_021523_00003
CP001718	37695	59.294336118848655	8661f5179903fa6bd22883201673d85b	unknown	AD225	0.06	AM698	0.025	rep_cluster_1507	000849__CP001718_00007		
CP017437	92565	47.823691460055095	8a81657e60fc977deac989d1e254f109	unknown	AA345	0.06	AI296	0.025	IncFIIA,IncFIB,IncFII	000136__AP014877_00014,000095__NZ_CP014273_00094,000121__CP024805	MOBP	NC_011416_00039
LC507075	204791	47.41761112548891	8f2b2eac5cef17caac7e81d8c2d28b97	unknown	AA630	0.06	AI893	0.025	IncA/C2,ColRNAI_rep_cluster_1956,rep_cluster_1220	000092__CP025470,000015__JX514065,000517__CP008919_00003	MOBP	NC_022589_00035
CP028104	42814	31.146353996356332	4a2d4ab0c405475dd9fcbe2407bd3d17	unknown	AH280	0.06	AR336	0.025				
AB187597	3624	65.09381898454747	1ec938138d066b2a16c634a4d8a8bdc9	unknown	AC609	0.06	AL871	0.025	rep_cluster_1351	000671__NC_006843_00002	MOBQ	NC_006843_00004
MH745929	154745	52.13350996801189	7412bb9ef2b1ead5624394badad1d9b5	unknown	AA277	0.06	AI092	0.025	IncFIB	000107__CP014778_00094		
LT838198	60622	51.82277061132922	f2e6dd2fa3462bc6e99d18fdfb1f30d7	unknown	AA316	0.06	AI192	0.025	IncFIIA,IncFII	000136__AP014877_00014,000121__CP024805	MOBF	NC_017627_00068
CP002259	22135	33.00655071154281	0e780ee1fcf9f5b381d6e3f75b349a77	unknown	AA779	0.06	AJ127	0.025				
NC_010630	123028	40.92483011997269	c0d39f39ebbc32703deeca933d1131f0	unknown	AD915	0.06	AN605	0.025			MOBF	NC_010630_00010
NC_024968	8531	54.249208768022505	6a4ae58953d7b0f9f691a54847c71bde	unknown	AC411	0.06	AL593	0.025	ColRNAI_rep_cluster_1885	000013__DQ995351_00001		
CP009070	30797	29.18790791310842	2e88b12f0e49a9118c51681b3ce3106b	unknown	AA261	0.06	AI050	0.025				
MH316128	4323	41.93846865602591	ab5de0cc4ecb738b1b23a56ea9cda6a6	unknown	AB621	0.06	AK475	0.025			MOBF,MOBP	NC_019255_00001,NC_010042_00002
CP018709	73019	52.54933647406839	116efa648e6e91f795f549955e32b312	unknown	AB531	0.06	AK353	0.025	rep_cluster_1	000232__CP012429		
CP019776	14027	53.46118200613103	d92ff55c1d0565c2895f721eee2063a5	unknown	AA941	0.06	AJ420	0.025	ColRNAI_rep_cluster_1857	000003__NC_002119_00001	MOBC	NC_009793_00003
CP033879	31882	41.49049620475503	7d930dde75bce3ebc5a78d89371554ee	unknown	AA619	0.06	AI864	0.025	IncX4	000222__CP010880_00038	MOBP	NC_013718_00057
NC_017419	29521	31.740117204701736	a73931de640ceff32eb3496cc3074be4	unknown	AA779	0.06	AJ125	0.025	rep_cluster_1529	000888__NC_017419_00034		
NC_002119	9957	54.40393692879381	e2d6438b192fc1745c1ebad659242338	unknown	AA943	0.06	AJ426	0.025	ColRNAI_rep_cluster_1857	000003__NC_002119_00001		
AY271828	5113	46.17641306473695	2edaa1221c110f0fe21f5f36cfd6b1af	unknown	AF726	0.06	AP717	0.025			MOBP	NC_005910_00003
CP024525	4660	43.798283261802574	1d27b20a1df649bf1e63077e17f5c824	unknown	AA120	0.06	AH747	0.025	ColRNAI_rep_cluster_1987,rep_cluster_2050	000019__CP000651_00005,001473__CP024541		
CP021188	24123	63.03113211457945	a8be1f53e3b343fe064335f943782838	unknown	AB928	0.06	AK910	0.025	rep_cluster_754	002232__NC_019376_00020		
AP003088	38211	27.748554081285494	c44652b9e73fe9131160601c9d1f2741	unknown	AA837	0.06	AJ223	0.025	rep_cluster_155,rep_cluster_1017	000915__CP001784_00003,000261__GQ900456		
NC_001373	6720	50.38690476190476	4cfd03980975a1d6702b601475ac023a	unknown	AA520	0.06	AI690	0.025	ColRNAI_rep_cluster_1857	000004__DQ298019	MOBP,MOBP	NC_001848_00006,NC_001373_00003
CP000640	8953	39.651513459175696	9b79090e6cabca3e6f7d81c0cc2d8b19	unknown	AD549	0.06	AN142	0.025	rep_cluster_1155	000435__NC_009344_00001		
NC_011881	158475	61.3181889887995	5a47d321459517001ec94a484814e333	unknown	AE989	0.06	AO884	0.025	rep_cluster_856	002337__CP001343_00126	MOBP	NC_011881_00145
NC_025106	87619	52.40644152523996	59362ee50d4093342682f53d7df5ad57	unknown	AA323	0.06	AI214	0.025	IncFII,IncFIIA	000121__CP024805,000136__AP014877_00014	MOBF	NC_017627_00068
CP042059	3480	36.95402298850575	2c195c88eabe28bac8ca486b33106c5c	unknown	AF725	0.06	AP716	0.025				
CP020487	1979	38.90853966649823	0ff63498f4a262bda137d0f9979d480e	unknown	AE672	0.06	AO499	0.025	rep_cluster_935	002420__CP003354_00001		
NC_023318	4286	39.29071395240317	986797eb2969d42ed03b5870511a41a6	unknown	AB434	0.06	AK211	0.025	ColRNAI_rep_cluster_1956	000015__JX514065		
NC_021728	20139	47.06787824618899	80ca0915221c766ce91c2e224f6b2c36	unknown	AC237	0.06	AL339	0.025	rep_cluster_1254	000562__KT346360_00001		
CP041887	1556	36.56812339331619	3f5c9487255650165a697ee3b571e503	unknown	AF723	0.06	AP713	0.025				
CP033524	3867	36.48823377295061	974b17c33aea27b7bd028a46bffaf242	unknown	AH281	0.06	AR337	0.025				
CP038280	75415	50.4276337598621	1899b7b3f8cb68b3d4ceba10082df795	unknown	AA038	0.06	AH618	0.025	IncX3	000221__NC_025130_00012	MOBP	NC_020552_00059
NC_018879	77895	32.28576930483343	3deff0f352191a0fd0c417e49fc5d0d0	unknown	AB979	0.06	AK979	0.025	rep_cluster_1721,rep_cluster_169	001137__CP004861,001091__NC_009841_00034		
NC_012510	30414	29.10172946669297	0ee4aeceee39af5d7ede0e166ce53b34	unknown	AA252	0.06	AH993	0.025				
CP026022	193176	50.3680581438688	a8a7feb7ce88e553dacf0355b744fab3	unknown	AA406	0.06	AI453	0.025	IncFIB,rep_cluster_1150	000107__CP014778_00094,000430__CP020850		
CP023858	1552	51.868556701030926	25d64dc774ddf6c38006ec604014b93e	unknown	AB685	0.06	AK563	0.025	ColRNAI_rep_cluster_1885	000013__DQ995351_00001		
LN680000	37131	26.045622256335676	3b228fbb7ebfb24f851abcf5c8b44421	unknown	AF284	0.06	AP217	0.025	rep_cluster_657	002111__LN680000_00001		
HE616891	24036	58.212680978532205	ccf7d744423237c95d259fe43e917492	unknown	AB893	0.06	AK866	0.025	rep_cluster_1777	001197__NC_016813	MOBQ	NC_016813_00010
AB169977	27075	37.75807940904894	94997b35e7bc9e22bb2e9b51843349ae	unknown	AF721	0.06	AP711	0.025	rep_cluster_151	000852__NC_010900_00002	MOBP	NC_010900_00015
MG516909	158433	50.70850138544369	a8f96537dbcfc5378040106b80ea49ad	unknown	AA750	0.06	AJ082	0.025	IncFIB,IncFIB,IncFII,IncFIIA	000103__CP010244_00032,000107__CP014778_00094,000121__CP024805,000136__AP014877_00014	MOBP	NC_011416_00039
CP011009	176219	36.37462475669479	8d3b1db674e822fc3f30bac8353733f6	unknown	AD862	0.06	AN530	0.025				
NC_012782	60455	40.750971797204535	72b4f4595dbb4528b0a96559dfcdcc86	unknown	AF720	0.06	AP710	0.025	rep_cluster_1817	001236__CP001105		
CP027043	192771	52.80410435179565	9142bb9ec1ed0d9f09b91a9748dfeccc	unknown	AA860	0.06	AJ265	0.025	IncA/C2	000092__CP025470	MOBH,MOBH	NC_012885_00072,NC_012690_00071
CP014706	8061	27.428358764421287	26402da5980fe1dd022066858100f4f7	unknown	AE520	0.06	AO319	0.025			MOBQ	NC_012760_00009
CP000314	12206	25.823365557922333	3591b58c250d2751a5f22fa89eab5289	unknown	AD714	0.06	AN353	0.025	rep_cluster_427	001760__CP023412		
JX469829	58290	64.43986961743009	4cfdc03f7db4206298d56a6a6575a788	unknown	AA922	0.06	AJ394	0.025	IncP	000178__JX469829_00001	MOBP	NC_007353_00011
KJ776581	60574	24.753194439858685	feb264c75440269b5f6d4c69eb229276	unknown	AD968	0.06	AN664	0.025			MOBP	NC_010680_00015
CP016260	65054	38.70937989977557	cab3695d6675ddde8e0469952694acb1	unknown	AB148	0.06	AJ757	0.025	rep_cluster_1317	000635__AY312585		
CP003189	10288	31.08475894245723	843a9a0371d7529f81e6b0fe688afe2f	unknown	AD597	0.06	AN206	0.025	rep_cluster_1830	001255__CP003189	MOBV	NC_016780_00010
FP236827	3070	48.957654723127035	2104ba8259983fb1095b86575370814d	unknown	AD363	0.06	AM904	0.025				
CP014894	33159	39.817244187098524	d3cfef10ee6140def52de056bb62a087	unknown	AE902	0.06	AO775	0.025	rep_cluster_1511	000855__CP012277	MOBP	NC_015979_00031
CP028036	305249	59.42984252200662	6bd4e6b2440cd2500fec7c267417024b	unknown	AH282	0.06	AR338	0.025				
NC_004534	6758	50.9470257472625	4cf2adf51ae5ca305c6ab4e1d029d27d	unknown	AF719	0.06	AP709	0.025	rep_cluster_314	001626__NC_004534_00007		
CP037868	45188	61.48756306984155	ce0e2e41dd548f8a9fe9a2fe8f6cf639	unknown	AC991	0.06	AM388	0.025				
NC_019385	5598	32.90460878885316	61f4c36444feda134b9a7fafae3baef7	unknown	AF717	0.06	AP707	0.025	rep_cluster_443	001785__NC_019385_00002		
CP045865	3306	43.40592861464005	ca26231b58d3c981be96651b5fb9dbc8	unknown	AA667	0.06	AI941	0.025	ColRNAI_rep_cluster_1857	000008__AJ627566	MOBF	CP019897
CP036489	49310	37.428513486108294	da0b9f24634e92ae8b82d738a4c2b42e	unknown	AB955	0.06	AK942	0.025	IncFIA	000094__NZ_CP015070_00117		
CP028978	92191	39.23051057044614	6a38ee20d6b77ef9cba6fd15d39dabff	unknown	AB794	0.06	AK727	0.025	rep_cluster_167	001071__CP006040_00008	MOBQ	NC_021527_00025
CP028145	74457	45.77675705440724	b1345f5e90c694243843c1e0c9b7bf4e	unknown	AC686	0.06	AL974	0.025	rep_cluster_1486	000825__CP009849_00015		
NC_017207	8513	30.78820627275931	8ae3aefeee44259a8c76717d77ca0e23	unknown	AA656	0.06	AI927	0.025	rep_cluster_617	002066__NC_020243_00001	MOBP	NC_020241_00008
CP010057	131151	60.56301515047541	eeba460c22f302b7b40bec4bbef5f76c	unknown	AF556	0.06	AP518	0.025	rep_cluster_1105	000363__CP010057_00026		
CP011023	91229	35.68821317782722	4e3e936be24a98277332735927094a12	unknown	AH283	0.06	AR339	0.025	rep_cluster_1988	001427__CP011023_00036		
CP031944	34411	40.4056842288803	1a5d51cc541a825b54e96227434aa9ff	unknown	AB223	0.06	AJ900	0.025			MOBF	NC_020050_00110
CP017651	70884	33.4871056938096	aa6d31e478c68b282d361d2ecb3b6aa2	unknown	AB082	0.06	AJ648	0.025	rep_cluster_734	002211__NC_010606_00001	MOBF	NC_017163_00021
NC_005325	3510	44.21652421652421	a55bb74b624adcb73e6cd6b878a95205	unknown	AE169	0.06	AN894	0.025	rep_cluster_1308	000626__NC_005325_00001	MOBP	NC_005325_00003
JQ776501	4270	47.11943793911007	3488a73c2de5d01180ca975119fe6de8	unknown	AD488	0.06	AN060	0.025	ColRNAI_rep_cluster_1956	000015__JX514065	MOBQ	NC_021523_00003
CP005983	5018	39.159027500996416	46e4722f86e462370a37cc7465efac2c	unknown	AE918	0.06	AO791	0.025	rep_cluster_1299	000616__NC_019233_00001		
CP018721	73597	52.27930486296996	30d4d85b62c4f915af884c4cd99bea7e	unknown	AB531	0.06	AK353	0.025	rep_cluster_1	000232__CP012429		
CP006922	86232	54.566750162352726	93654e2352dba2b97302f8c273cafc89	unknown	AA434	0.06	AI501	0.025	IncFII,rep_cluster_959	000122__JQ418538,002443__CP006922_00079	MOBF	NC_021231_00058
CP022733	96658	48.105692234476194	906f7a677eaec43793cbb232a0621055	unknown	AA378	0.06	AI389	0.025	IncH	000138__CP021336_00001		
KY554955	2590	50.463320463320464	0a5edc759a708f8fdfd413dd5ed7bb9c	unknown	AB953	0.06	AK940	0.025				
CP015135	158741	51.24259013109405	84246c74a8ea01750e732fa753570387	unknown	AA458	0.06	AI564	0.025	IncFII,IncFII,IncFIB	000113__CP022035,000132__HG969996,000107__CP014778_00094	MOBP,MOBF	NC_021576_00050,NC_021231_00058
NC_022271	89003	43.789535184207274	226591b5b78699bb809fc5756a66b189	unknown	AF716	0.06	AP706	0.025	rep_cluster_1362,rep_cluster_1874	000681__CP020080_00114,001310__NC_010114_00016	MOBP	NC_022271_00012
AP014953	104259	50.03980471709876	0b823d9c69abcec46ab2fd5461832b72	unknown	AA753	0.06	AJ090	0.025	IncFIB	000102__NC_003385_00128		
FN650141	71826	38.18812129312505	fdf5d7916150be2c197e1afe75f9978e	unknown	AF713	0.06	AP703	0.025			MOBF	NC_014544_00030
CP034055	113131	48.959171226277505	9c717d4c38cc5381cdc85d0701d00600	unknown	AC125	0.06	AL183	0.025	IncFIB	000100__NZ_CP016161_00012		
CP000229	52766	35.083197513550395	aa6ae1e7b3fdd197d3d485081a7dd4b6	unknown	AF329	0.06	AP267	0.025				
CP022995	39532	58.95477081857735	b0d221d6658dc6c525b28cb2ac3f93bd	unknown	AE653	0.06	AO479	0.025				
CP027610	16095	35.3215284249767	1a0a6a356c3a16c9cd03cb46b518ae3f	unknown	AF709	0.06	AP699	0.025	rep_cluster_1906	001341__NC_013277_00009	MOBQ	NZ_AEOZ01000236_00020
MH422553	97743	50.756575918480095	1aad6bfe0373c4e40208a222904ceee4	unknown	AA474	0.06	AI605	0.025	IncI1	000145__HE610900_00001	MOBP	NC_019097
NC_008441	15397	70.85146457102033	7426ae6cd71e56f1e7a8c58c268ddcf4	unknown	AC793	0.06	AM131	0.025				
CP004122	136188	29.36675771727318	7bea4c19cc4faea9d21563aed99342d1	unknown	AF708	0.06	AP697	0.025	rep_cluster_1669	001070__CP004122_00001		
CP022170	195805	53.18097086386967	6d3f873145769899dc3447366ded077d	unknown	AC285	0.06	AL403	0.025	rep_cluster_1332	000651__CP022170_00116		
NC_017264	9600	45.291666666666664	4538b99bd31c52738d6336c675bb52d3	unknown	AA902	0.06	AJ345	0.025	ColRNAI_rep_cluster_1857	000008__AJ627566		
HE603110	91942	53.0225576994192	9faa239d38cdd9799c651436f2587555	unknown	AA282	0.06	AI113	0.025	IncI1	000145__HE610900_00001	MOBP	NC_013728_00087
DQ116709	3497	38.175579067772375	42bb89151350984ead1c25df0570b1b9	unknown	AF706	0.06	AP694	0.025	rep_cluster_689	002153__AB370335_00002	MOBV	NC_016034_00003
CP000451	65132	49.803476017932816	7969d537b3da6224845144b0ba6c1082	unknown	AF684	0.06	AP670	0.025	rep_cluster_1095	000348__CP000451_00025	MOBP	NC_008341_00046
CP024708	237216	50.03583232159719	af867508162fb42ba43ce20aca8d1926	unknown	AA406	0.06	AI454	0.025	rep_cluster_1150,IncH,IncFIB	000430__CP020850,000137__CP017986_00041,000107__CP014778_00094		
NC_023901	2683	41.744316064107345	96e4408eb70c7477fd2102594e7c5775	unknown	AB434	0.06	AK211	0.025	ColRNAI_rep_cluster_1956	000015__JX514065		
CP020444	188526	62.55529741255848	c77f8d14edbe864c626193d6e8ffa82a	unknown	AF704	0.06	AP690	0.025	rep_cluster_231	001501__CP012662_00089		
NC_020919	28257	50.231800969671234	a6f577df7a5e008e8f2d092c36bfb74c	unknown	AC517	0.06	AL735	0.025	rep_cluster_1099	000354__NC_018978_00001		
CP000429	47208	34.83519742416539	100a959957cf10b4bfa118dc3fc03ebf	unknown	AB320	0.06	AK047	0.025	rep_cluster_667,rep_cluster_554	002127__CP016693_00001,001939__AJ550509_00002	MOBQ	NC_017478_00010
CP032189	127285	52.88918568566603	49a7c3eb9cf21f83447f79322f6e1690	unknown	AA021	0.06	AH572	0.025	IncFII,IncR	000124__KP125893_00142,000204__CP008701_00115	MOBF	NC_021231_00058
CP003052	88600	63.15462753950339	1205f0668359ef7b70eced72c3d5616c	unknown	AF702	0.06	AP688	0.025	rep_cluster_1761	001179__CP003052_00048	MOBP	NC_019941_00022
CP012429	46883	54.1347610007892	eedcccda8d4b8982ded6d2b10fbedb9e	unknown	AB531	0.06	AK353	0.025	rep_cluster_1	000232__CP012429		
CP034313	10013	36.06311794666933	5ed4ca243617310a86bc0e840512f6f0	unknown	AB504	0.06	AK311	0.025				
CP040180	131019	51.80164708935345	b6979baa4840deb2f264aa754792b10f	unknown	AA448	0.06	AI528	0.025	IncR,rep_cluster_1418,IncU,IncFII,IncFII	000204__CP008701_00115,000759__NC_013950_00034,000210__KF623109_00045,000113__CP022035,000128__CP023916	MOBF	NC_021231_00058
CP036915	72472	27.238105751186666	ce0d2f41d32735d928f6909b81b98f68	unknown	AC381	0.06	AL554	0.025				
CP001535	26526	26.313805323079244	d08484acf6c559512684c8c4704229af	unknown	AA932	0.06	AJ407	0.025				
CP045371	2647	49.4144314318096	c19a1fe278342d574641ed05be032f02	unknown	AH284	0.06	AR340	0.025				
NC_008121	10777	45.43936160341468	5880477686aeec051b641d419bd3130e	unknown	AA902	0.06	AJ345	0.025	ColRNAI_rep_cluster_1857	000008__AJ627566		
CP022520	72356	53.254740449997236	1b3e7787c18ab98b22433cea9bdb7578	unknown	AC087	0.06	AL127	0.025				
CP032217	80061	41.19358988771062	5df937762e6481bdbf5c85a7549d0138	unknown	AB114	0.06	AJ692	0.025	rep_cluster_718	002191__CP004359_00001		
CP013028	74656	48.42879339905701	da2c2ff902daea14e0a18ac4e91f2155	unknown	AA346	0.06	AI297	0.025	IncFIB,IncFII,IncFIIA	000096__NC_019117_00097,000121__CP024805,000136__AP014877_00014	MOBP,MOBF	NC_011416_00039,NC_017627_00068
CP010831	83905	50.0542279959478	8ff4a35ac96491c04255e89fe75c5de2	unknown	AA474	0.06	AI602	0.025	IncI1	000145__HE610900_00001	MOBP	NC_019097
CP039495	47543	48.659108596428496	c232106bdf64cb9641e1e5290bcaf5af	unknown	AE805	0.06	AO662	0.025				
NC_008498	13413	38.64161634235443	4b115e6c9a59e4fe679d0e070936a7a0	unknown	AC924	0.06	AM292	0.025	rep_cluster_707	002175__NC_017468_00016	MOBP	NC_008498_00010
CP022554	23022	41.5385283641734	41d4d0bef291ec151b567eabce2b1758	unknown	AH285	0.06	AR341	0.025				
CP037433	54065	41.10792564505687	e079edf8520f3c3669c141ae235106c7	unknown	AE285	0.06	AO034	0.025	rep_cluster_167	001071__CP006040_00008	MOBQ,MOBP	NC_006377_00033,NC_015979_00031
CP009718	56203	34.96254648328381	0ea725b3b677d490d9726cc8ff12ff9c	unknown	AF252	0.06	AP181	0.025	rep_cluster_1575	000950__CP009718_00036		
CP032467	54492	39.310357483667325	6d050b375b22025438114794e110702e	unknown	AC181	0.06	AL268	0.025	rep_cluster_707	002180__CP003141_00004	MOBQ	NC_015603_00001
NC_011255	35315	27.274529236868187	bc633c97ee827df42ce3dcd4bc5d3d1d	unknown	AD797	0.06	AN457	0.025				
CP001938	20301	47.38682823506231	02bbc2167d03e697e6aa5fc198085a94	unknown	AC237	0.06	AL339	0.025	rep_cluster_1254	000562__KT346360_00001		
CP037472	72444	27.25001380376567	2e240056405afeda6e99fcef21b15a03	unknown	AC381	0.06	AL554	0.025				
CP028883	21171	24.113173680978697	461718c093d01544a46e18f1a783d224	unknown	AF701	0.06	AP687	0.025	rep_cluster_2045	001470__NC_011867_00027		
GQ900443	4439	30.05181347150259	69d424edd31cfd3929ecd467a21a5c98	unknown	AC333	0.06	AL482	0.025	rep_cluster_1118,rep_cluster_1078	000379__NC_013452_00003,000331__NC_019148_00002	MOBV	NC_010262_00002
CP001464	20932	23.60022931396904	f9810e639732f06409ba424469262bb5	unknown	AF699	0.06	AP685	0.025				
AP014954	81481	52.601219916299506	ed6a62aa9f482bd26cb5f77b2cc9ae76	unknown	AE105	0.06	AN822	0.025	rep_cluster_959,IncFII	002442__AP014954_00001,000122__JQ418538	MOBF	NC_021231_00058
HM021329	48978	35.10964106333456	c22ca683557be38a53b26b529b7febcf	unknown	AB320	0.06	AK043	0.025	rep_cluster_667,rep_cluster_798	002127__CP016693_00001,002275__CP016694	MOB_Unknown,MOBP	JQ821353,NC_017484_00003
CP041120	2137	51.98876930276088	4c126052094acbdb0ce7ec4e30c763cd	unknown	AB695	0.06	AK575	0.025	ColRNAI_rep_cluster_1993	000024__JX133088		
CP036548	8331	41.1715280278478	f0cc3775ffc18f8904691b7f68e1e752	unknown	AC948	0.06	AM329	0.025	rep_cluster_1079	000332__CP002533_00005		
NC_007209	2473	30.934088152042055	5fbe5cddae15c277faccfffe8b4df8dd	unknown	AC627	0.06	AL894	0.025	rep_cluster_1947	001389__NC_007209_00001		
CP017788	169793	35.1863739965723	f7c1d6e9c4f8952c653602b9ab530241	unknown	AC731	0.06	AM043	0.025	rep_cluster_893,rep_cluster_943	002374__CP004064_00076,002428__NC_022881_00001		
CP010671	68506	63.01783785361866	3b2f8c166ae58a410c517189e758147b	unknown	AA430	0.06	AI496	0.025	rep_cluster_735	002212__CP002975_00001		
CP020510	118182	52.99284154947454	af55ce2dfeb858cdcb3319f0881be433	unknown	AC041	0.06	AL067	0.025	IncFIB,IncFII,IncFIIA	000096__NC_019117_00097,000121__CP024805,000136__AP014877_00014	MOBF	NC_017627_00068
CP032893	156442	52.27496452359341	db9be8b61e61693182e92c4dd46e59dc	unknown	AC579	0.06	AL832	0.025	IncFIB,IncFII,IncFII	000107__CP014778_00094,000114__CP015527,000122__JQ418538	MOBF	NC_021501_00073
NC_010880	21344	32.06053223388306	2cd0be57d0bf54a4c72c915326ae2630	unknown	AB759	0.06	AK671	0.025	rep_cluster_185	001274__DQ198088_00024		
NC_007790	3125	28.736	0e496f1c528840620bb571e7e1c14f11	unknown	AB721	0.06	AK613	0.025	rep_cluster_1017	000258__NC_013297_00004		
CP027531	146698	37.8628202156812	3210ddf0de8c963283ad47475eb520fc	unknown	AC716	0.06	AM019	0.025				
AB021078	93399	50.22430647009069	3443f7e4a8a19bdb5fc982399b3325b8	unknown	AA474	0.06	AI598	0.025	IncI1	000145__HE610900_00001	MOBP	NC_019097
CP000310	10777	45.43936160341468	5880477686aeec051b641d419bd3130e	unknown	AA902	0.06	AJ345	0.025	ColRNAI_rep_cluster_1857	000008__AJ627566		
AP018354	87280	51.87557286892759	8a55c80c4ad775948e40b05e52b3802b	unknown	AA329	0.06	AI234	0.025	IncFII,IncFIIA	000121__CP024805,000136__AP014877_00014	MOBF	NC_017627_00068
CP025801	73051	40.222584221981904	40e53375aca8b395d1ef8b9db5820214	unknown	AD917	0.06	AN609	0.025	rep_cluster_214	001482__CP016942_00095	MOBF	NC_010377_00020
CP017987	117168	53.215895124948794	5e08d7e12d8b7e0b01376430025c15c6	unknown	AA627	0.06	AI885	0.025	IncA/C2	000092__CP025470	MOBH,MOBH	NC_012885_00072,NC_012690_00071
CP009989	99286	50.152085893278006	07e86aa70f29c98bfa2b970c19ce03d7	unknown	AA751	0.06	AJ083	0.025	IncFIB	000104__CP010386_00052		
KT373969	52602	29.968442264552678	8a7f0a328b5d17e71914a34d732a3d70	unknown	AA083	0.06	AH690	0.025	rep_cluster_1142	000421__NC_013320_00022	MOBQ	NC_013653_00017
NC_006860	4906	47.98206278026906	da34867344ed2b1a0a92a024b55a8c36	unknown	AC979	0.06	AM374	0.025				
CP023513	20632	30.36545172547499	cefdbf76279f30b12cb8429cbac3ff9d	unknown	AE632	0.06	AO456	0.025				
CP024070	4700	71.68085106382979	1b755569d67aec9fa487655355fa7977	unknown	AH286	0.06	AR342	0.025				
